1	200
1.06	199
1.12	198
1.18	197
1.24	196
1.3	195
1.36	194
1.42	193
1.48	192
1.54	191
1.6	190
1.66	189
1.72	188
1.78	187
1.84	186
1.9	185
1.96	184
2.03	183
2.1	182
2.17	181
2.24	180
2.31	179
2.38	178
2.45	177
2.52	176
2.59	175
2.66	174
2.73	173
2.8	172
2.87	171
2.94	170
3.01	169
3.08	168
3.15	167
3.22	166
3.29	165
3.36	164
3.43	163
3.5	162
3.57	161
3.64	160
3.71	159
3.78	158
3.85	157
3.92	156
3.99	155
4.06	154
4.13	153
4.2	152
4.27	151
4.34	150
4.41	149
4.48	148
4.55	147
4.62	146
4.69	145
4.76	144
4.83	143
4.9	142
4.97	141
5.04	140
5.11	139
5.18	138
5.25	137
5.32	136
5.39	135
5.46	134
5.53	133
5.6	132
5.67	131
5.74	130
5.81	129
5.88	128
5.95	127
6.02	126
6.09	125
6.16	124
6.23	123
6.3	122
6.37	120
6.44	118
6.51	117
6.58	116
6.65	115
6.72	114
6.79	113
6.86	112
6.93	111
7	110
7.07	109
7.14	108
7.21	107
7.28	106
7.35	105
7.42	104
7.49	102
7.56	101
7.63	100
7.7	99
7.77	99
7.84	99
7.91	99
7.98	99
8.05	99
8.12	99
8.19	99
8.26	99
8.33	99
8.4	99
8.47	99
8.54	99
8.61	99
8.68	99
8.75	99
8.82	99
8.89	99
8.96	99
9.03	99
9.1	99
9.17	99
9.24	99
9.31	99
9.38	99
9.45	99
9.52	99
9.59	99
9.66	99
9.73	99
9.8	99
9.87	99
9.94	99
10.01	99
10.08	99
10.15	99
10.22	99
10.29	99
10.36	99
10.43	99
10.5	99
10.57	99
10.64	99
10.71	99
10.78	99
10.85	99
10.92	99
10.99	99
11.06	99
11.13	99
11.2	99
11.27	99
11.34	99
11.41	99
11.48	99
11.55	99
11.62	99
11.69	99
11.76	99
11.83	99
11.9	99
11.97	99
12.04	99
12.11	99
12.18	99
12.25	99
12.32	99
12.39	99
12.46	99
12.53	99
12.6	99
12.67	99
12.74	99
12.81	99
12.88	99
12.95	99
13.02	99
13.09	99
13.16	99
13.23	99
13.3	99
13.37	99
13.44	99
13.51	99
13.58	99
13.65	99
13.72	99
13.79	99
13.86	99
13.93	99
14	99
14.07	99
14.14	99
14.21	99
14.28	99
14.35	99
14.42	99
14.49	99
14.56	99
